cpg_id,chrA,startA,RefGene,RefGene_Group,average,median,stdev
cg15514380,21,38737243,,,0.112,0.092,0.007
cg15521745,1,184133404,,,0.095,0.078,0.003
cg15522953,10,80842848,ZMIZ1,5'UTR,0.123,0.130,0.003
cg15528722,5,40756846,TTC33,TSS1500,0.096,0.095,0.010
cg15535471,7,139332087,HIPK2;HIPK2,Body;Body,0.110,0.105,0.003
cg15544721,7,94536691,PPP1R9A;PPP1R9A,TSS1500;TSS1500,0.099,0.090,0.004
cg15571405,7,130796167,MKLN1,5'UTR,0.121,0.116,0.007
cg15574895,1,51133602,FAF1,Body,0.090,0.096,0.004
cg15579587,2,238600061,LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1,TSS1500;TSS1500;TSS1500;TSS1500;Body,0.089,0.069,0.006
cg15582138,12,94251169,,,0.111,0.115,0.006
cg15586341,10,73899798,ASCC1,Body,0.108,0.118,0.008
cg15599668,5,150005953,SYNPO;SYNPO,Body;Body,0.117,0.100,0.005
cg15601807,10,45495677,C10orf25;ZNF22,3'UTR;TSS1500,0.090,0.057,0.009
cg15603548,1,12009394,PLOD1,Body,0.101,0.097,0.005
cg15628518,8,145025059,PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;TSS200,0.098,0.068,0.008
cg15633390,4,99851211,EIF4E;EIF4E;EIF4E;EIF4E;EIF4E,5'UTR;1stExon;5'UTR;TSS1500;1stExon,0.101,0.092,0.007
cg15640243,4,176920601,GPM6A;GPM6A,5'UTR;Body,0.102,0.106,0.004
cg15641364,1,159892206,TAGLN2,5'UTR,0.109,0.100,0.003
cg15646123,6,20954499,CDKAL1,Body,0.093,0.077,0.010
cg15653855,2,38735761,,,0.100,0.090,0.003
cg15659420,11,20034979,NAV2;NAV2;NAV2,Body;Body;Body,0.088,0.070,0.004
cg15664462,3,151996146,MBNL1;MBNL1,5'UTR;5'UTR,0.089,0.087,0.003
cg15676500,1,19665446,CAPZB,3'UTR,0.092,0.102,0.006
cg15681239,3,38080203,DLEC1;DLEC1,TSS1500;TSS1500,0.096,0.108,0.003
cg15684702,1,45297445,PTCH2;PTCH2,Body;Body,0.111,0.074,0.011
cg15690822,17,33391738,RFFL;RFFL,5'UTR;TSS1500,0.144,0.142,0.003
cg15701149,1,8536454,RERE;RERE,Body;Body,0.093,0.090,0.002
cg15711987,10,99393886,MORN4;MORN4;MORN4,1stExon;5'UTR;TSS1500,0.088,0.077,0.003
cg15719652,10,124254860,HTRA1,Body,0.096,0.059,0.010
cg15720535,9,139582585,AGPAT2;AGPAT2,TSS1500;TSS1500,0.097,0.090,0.005
cg15721584,3,181326755,SOX2OT,TSS1500,0.124,0.132,0.008
cg15722293,1,212803761,,,0.101,0.107,0.004
cg15723028,8,90776474,RIPK2,Body,0.125,0.101,0.008
cg15727188,1,3139867,PRDM16;PRDM16,Body;Body,0.086,0.074,0.008
cg15727252,1,155831789,SYT11,Body,0.098,0.096,0.003
cg15730121,20,35092466,DLGAP4;DLGAP4;DLGAP4,Body;5'UTR;Body,0.112,0.102,0.004
cg15734651,17,27034448,PROCA1,Body,0.100,0.102,0.005
cg15735129,2,182850269,PPP1R1C,TSS1500,0.098,0.103,0.003
cg15735240,6,30586360,MRPS18B;PPP1R10,Body;TSS1500,0.087,0.069,0.005
cg15744368,17,76103164,TNRC6C;TNRC6C,3'UTR;3'UTR,0.088,0.058,0.012
cg15755476,11,47510670,CUGBP1;CUGBP1;CUGBP1,5'UTR;TSS200;5'UTR,0.090,0.080,0.009
cg15756359,17,74964263,,,0.095,0.100,0.004
cg15765353,3,45601455,,,0.108,0.093,0.004
cg15780398,2,97439827,CNNM4,Body,0.090,0.077,0.009
cg15805540,6,64286415,PTP4A1,5'UTR,0.086,0.077,0.005
cg15813095,11,47491068,CUGBP1;CUGBP1;CUGBP1,3'UTR;3'UTR;3'UTR,0.127,0.136,0.003
cg15816911,14,71606274,,,0.097,0.083,0.004
cg15818005,2,138845177,,,0.087,0.079,0.004
cg15818066,2,36648738,CRIM1,Body,0.089,0.079,0.004
cg15819128,2,238604020,LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1,Body;Body;Body;Body;Body,0.089,0.088,0.007
cg15821562,14,90083275,FOXN3,5'UTR,0.124,0.118,0.005
cg15822049,14,91338889,RPS6KA5,Body,0.091,0.094,0.005
cg15826891,11,122037845,LOC399959,Body,0.098,0.107,0.004
cg15831212,5,139672796,PFDN1,Body,0.088,0.055,0.011
cg15842568,19,4045064,,,0.093,0.073,0.010
cg15843262,2,25473895,DNMT3A;DNMT3A;DNMT3A,Body;Body;Body,0.150,0.145,0.005
cg15844443,14,91132167,TTC7B,Body,0.095,0.089,0.004
cg15848159,4,85791643,WDFY3;WDFY3,5'UTR;5'UTR,0.104,0.092,0.006
cg15853028,4,114325990,,,0.088,0.079,0.005
cg15863827,10,79363895,KCNMA1;KCNMA1;KCNMA1;KCNMA1,Body;Body;Body;Body,0.086,0.067,0.003
cg15865511,2,43252424,,,0.120,0.120,0.003
cg15871215,5,81402204,ATG10;ATG10,Body;Body,0.094,0.068,0.006
cg15871766,12,52365222,ACVR1B;ACVR1B;ACVR1B,Body;Body;Body,0.114,0.115,0.003
cg15872437,3,37804282,ITGA9,Body,0.099,0.109,0.003
cg15886966,11,36252345,LDLRAD3,3'UTR,0.111,0.107,0.004
cg15895339,10,20210338,PLXDC2,Body,0.090,0.086,0.004
cg15902297,7,55614512,VOPP1,Body,0.088,0.092,0.003
cg15915658,11,65262358,,,0.129,0.127,0.006
cg15918732,11,57364939,SERPING1;SERPING1,TSS1500;TSS200,0.090,0.105,0.005
cg15920887,2,190928430,MSTN,TSS1500,0.087,0.090,0.004
cg15922174,9,126135998,CRB2,Body,0.089,0.065,0.009
cg15925492,11,46365893,DGKZ;DGKZ,TSS1500;Body,0.108,0.100,0.006
cg15928680,2,54823768,SPTBN1;SPTBN1,Body;Body,0.089,0.072,0.007
cg15929771,1,12466185,VPS13D;VPS13D,Body;Body,0.153,0.133,0.009
cg15932284,11,126153561,TIRAP;TIRAP,5'UTR;5'UTR,0.090,0.100,0.002
cg15947176,8,67429795,C8orf46,3'UTR,0.093,0.063,0.005
cg15949380,1,156083251,LMNA;LMNA;LMNA,TSS1500;TSS1500;TSS1500,0.154,0.160,0.003
cg15961455,1,23590501,,,0.091,0.100,0.003
cg15964132,11,3175636,OSBPL5;OSBPL5;OSBPL5,5'UTR;5'UTR;5'UTR,0.108,0.095,0.006
cg15983520,8,145729106,GPT,TSS1500,0.089,0.085,0.002
cg16001865,1,61636722,NFIA;NFIA;NFIA;NFIA,Body;Body;Body;Body,0.095,0.099,0.005
cg16016465,8,9048528,,,0.093,0.087,0.005
cg16019273,1,36273185,EIF2C4,TSS1500,0.095,0.096,0.003
cg16024801,1,231120089,ARV1,Body,0.088,0.068,0.009
cg16034517,1,171226993,FMO1,5'UTR,0.088,0.087,0.005
cg16046375,13,114881019,RASA3,Body,0.091,0.084,0.004
cg16056044,1,36705593,THRAP3,5'UTR,0.090,0.074,0.007
cg16060189,10,94350577,,,0.088,0.080,0.003
cg16086570,5,141924566,,,0.090,0.095,0.003
cg16096432,1,54776890,SSBP3;SSBP3;SSBP3,Body;Body;Body,0.106,0.109,0.004
cg16107628,1,159894061,TAGLN2,5'UTR,0.097,0.104,0.004
cg16109731,1,221891307,DUSP10;DUSP10;DUSP10,5'UTR;Body;5'UTR,0.102,0.091,0.003
cg16114141,6,139351353,C6orf115,5'UTR,0.094,0.087,0.006
cg16122793,1,180981015,STX6,Body,0.093,0.087,0.007
cg16128096,1,42358048,HIVEP3;HIVEP3,5'UTR;5'UTR,0.087,0.070,0.005
cg16135989,5,176166629,,,0.098,0.092,0.007
cg16143578,11,124767801,ROBO4;ROBO4,5'UTR;1stExon,0.086,0.077,0.005
cg16145324,6,36020012,MAPK14;MAPK14;MAPK14;MAPK14,Body;Body;Body;Body,0.115,0.107,0.004
cg16152753,10,23732088,,,0.089,0.077,0.005
cg16154960,5,108980661,,,0.087,0.083,0.003
cg16155923,6,14804830,,,0.090,0.096,0.004
cg16162970,14,105779952,PACS2;PACS2,TSS1500;TSS1500,0.091,0.087,0.005
cg16178743,6,131895275,ARG1;MED23,Body;3'UTR,0.087,0.074,0.005
cg16194746,8,8341955,,,0.086,0.062,0.007
cg16205389,2,239079215,ILKAP,Body,0.097,0.093,0.006
cg16209364,5,138632600,MATR3;MATR3,5'UTR;5'UTR,0.121,0.130,0.004
cg16213028,3,181861227,,,0.091,0.063,0.005
cg16224163,3,187870621,LPP,TSS1500,0.099,0.096,0.005
cg16229161,3,195617212,TNK2;TNK2,Body;5'UTR,0.106,0.081,0.006
cg16230352,8,42123158,,,0.102,0.094,0.003
cg16230626,5,124298608,,,0.122,0.111,0.006
cg16236157,2,43597581,THADA;THADA,Body;Body,0.096,0.084,0.006
cg16236672,13,23949979,SACS,Body,0.128,0.130,0.004
cg16237031,6,149657288,MAP3K7IP2,5'UTR,0.104,0.098,0.003
cg16238336,3,65465873,MAGI1;MAGI1;MAGI1,Body;Body;Body,0.114,0.106,0.004
cg16243243,12,125669895,,,0.100,0.089,0.003
cg16245174,2,219442282,RQCD1,Body,0.110,0.110,0.005
cg16260349,10,82221597,TSPAN14;TSPAN14,5'UTR;5'UTR,0.099,0.089,0.005
cg16271437,20,23123952,,,0.092,0.082,0.006
cg16271453,3,142027066,XRN1;XRN1,3'UTR;3'UTR,0.098,0.078,0.008
cg16278604,5,11512237,CTNND2,Body,0.099,0.093,0.008
cg16286055,7,28216851,JAZF1,Body,0.088,0.083,0.003
cg16288865,6,11556550,TMEM170B,Body,0.089,0.071,0.006
cg16289751,10,97889373,ZNF518A,TSS200,0.095,0.063,0.012
cg16293369,1,173966344,,,0.101,0.099,0.004
cg16293892,5,77142620,,,0.089,0.082,0.007
cg16296829,1,154832535,KCNN3;KCNN3,TSS200;Body,0.094,0.091,0.002
cg16311462,5,171591509,STK10,Body,0.102,0.095,0.006
cg16323609,3,48885591,PRKAR2A,TSS1500,0.094,0.091,0.002
cg16326402,2,158698856,ACVR1;ACVR1,5'UTR;5'UTR,0.112,0.100,0.006
cg16340422,17,17110120,PLD6,TSS1500,0.093,0.079,0.007
cg16343401,17,42989147,GFAP;GFAP,Body;Body,0.094,0.064,0.005
cg16348668,2,240196171,HDAC4,Body,0.096,0.078,0.007
cg16352527,10,72476178,ADAMTS14;ADAMTS14,Body;Body,0.087,0.060,0.010
cg16352830,1,208221036,PLXNA2,Body,0.093,0.105,0.003
cg16353350,10,75683980,C10orf55,TSS1500,0.114,0.102,0.007
cg16360668,1,19265059,IFFO2,Body,0.090,0.088,0.003
cg16365424,1,234700636,,,0.126,0.146,0.005
cg16367518,6,30455807,HLA-E,TSS1500,0.091,0.094,0.005
cg16374656,8,119124790,EXT1,TSS1500,0.111,0.112,0.004
cg16379283,14,75801023,,,0.095,0.092,0.005
cg16396933,10,104954103,NT5C2;NT5C2,TSS1500;TSS1500,0.092,0.090,0.004
cg16397701,12,24105160,SOX5,5'UTR,0.109,0.101,0.005
cg16398761,14,74220238,C14orf43;C14orf43,5'UTR;5'UTR,0.209,0.225,0.008
cg16424082,12,51323740,METTL7A,Body,0.088,0.068,0.005
cg16432031,1,12674914,DHRS3,Body,0.129,0.116,0.007
cg16434674,12,122803959,CLIP1;CLIP1,Body;Body,0.093,0.084,0.004
cg16439130,6,149658548,MAP3K7IP2,5'UTR,0.136,0.137,0.006
cg16445423,2,98609870,TMEM131,Body,0.096,0.097,0.002
cg16448037,10,72172333,EIF4EBP2,Body,0.089,0.085,0.004
cg16452651,21,35016873,ITSN1;ITSN1,5'UTR;5'UTR,0.087,0.081,0.002
cg16453673,12,105630771,APPL2,TSS1500,0.088,0.063,0.005
cg16458153,6,33160192,COL11A2;COL11A2;COL11A2;COL11A2;COL11A2;COL11A2;COL11A2;COL11A2,5'UTR;5'UTR;1stExon;1stExon;5'UTR;1stExon;1stExon;5'UTR,0.104,0.081,0.007
cg16469492,5,141684248,,,0.087,0.088,0.003
cg16471612,5,127294693,,,0.088,0.075,0.005
cg16476991,13,114831404,RASA3,Body,0.154,0.125,0.007
cg16480008,10,31288991,ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;5'UTR;Body,0.089,0.066,0.007
cg16489468,8,129336547,,,0.096,0.084,0.004
cg16490209,12,25051773,BCAT1,Body,0.093,0.082,0.003
cg16493042,12,76264753,,,0.097,0.086,0.006
cg16506970,4,6809109,KIAA0232;KIAA0232,5'UTR;5'UTR,0.109,0.094,0.008
cg16522993,2,175551770,,,0.102,0.101,0.004
cg16524005,1,205326641,KLHDC8A,TSS1500,0.088,0.072,0.009
cg16531222,12,11816105,ETV6,Body,0.093,0.060,0.009
cg16532282,1,226271799,,,0.098,0.093,0.005
cg16533314,16,4474558,DNAJA3;DNAJA3,TSS1500;TSS1500,0.086,0.034,0.010
cg16536390,4,84205065,COQ2,Body,0.092,0.094,0.005
cg16537285,16,88852425,FAM38A,TSS1500,0.099,0.099,0.004
cg16537483,3,152019539,MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1,Body;Body;Body;Body;Body;Body;Body,0.102,0.106,0.006
cg16537676,6,30851624,DDR1;DDR1,TSS1500;TSS1500,0.102,0.088,0.003
cg16544737,6,24925385,,,0.093,0.095,0.003
cg16553589,5,122766566,,,0.100,0.006,0.023
cg16554941,5,60764072,ZSWIM6,Body,0.098,0.091,0.005
cg16565154,1,151129062,TNFAIP8L2,TSS200,0.095,0.087,0.006
cg16581103,1,56293135,,,0.088,0.079,0.006
cg16583884,18,52625444,CCDC68;CCDC68,TSS200;5'UTR,0.087,0.063,0.005
cg16592101,2,129101398,,,0.104,0.109,0.003
cg16598679,14,90851046,,,0.138,0.134,0.003
cg16599526,5,56121952,MAP3K1,Body,0.103,0.093,0.005
cg16604566,18,74845829,MBP;MBP,TSS1500;TSS1500,0.099,0.087,0.003
cg16617297,7,130582172,,,0.096,0.089,0.003
cg16635948,2,109834011,SH3RF3,Body,0.091,0.079,0.005
cg16653901,5,133513511,SKP1;SKP1,TSS1500;TSS1500,0.091,0.057,0.008
cg16674484,5,149887497,NDST1,TSS200,0.088,0.067,0.006
cg16688582,7,28386631,CREB5,5'UTR,0.102,0.098,0.004
cg16690845,10,134404914,INPP5A,Body,0.109,0.095,0.004
cg16691714,14,69093805,,,0.134,0.128,0.005
cg16696234,1,23697297,C1orf213;C1orf213;C1orf213;ZNF436,3'UTR;Body;1stExon;TSS1500,0.108,0.113,0.003
cg16697896,3,71050832,FOXP1,Body,0.086,0.073,0.003
cg16700004,4,3527090,LRPAP1,Body,0.088,0.078,0.007
cg16704530,6,111889939,TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2,Body;Body;Body;TSS1500;Body,0.096,0.088,0.003
cg16705273,18,42262885,SETBP1;SETBP1,5'UTR;5'UTR,0.101,0.104,0.002
cg16710146,1,247496575,,,0.087,0.086,0.004
cg16711650,1,61039539,,,0.090,0.081,0.004
cg16721321,4,1202696,LOC100130872-SPON2;LOC100130872,TSS200;Body,0.100,0.082,0.005
cg16723982,15,40225618,EIF2AK4,TSS1500,0.093,0.075,0.003
cg16724481,1,63464679,,,0.101,0.101,0.005
cg16759100,14,77518742,,,0.110,0.105,0.002
cg16794471,2,153271840,FMNL2,Body,0.100,0.102,0.004
cg16811988,3,42103138,,,0.094,0.085,0.004
cg16845172,2,240425983,,,0.098,0.071,0.009
cg16854312,18,53448848,,,0.103,0.094,0.004
cg16860392,6,112005207,FYN;FYN;FYN,Body;Body;Body,0.090,0.071,0.007
cg16871561,12,98986887,SLC25A3;SLC25A3;SLC25A3,TSS1500;TSS1500;TSS1500,0.098,0.080,0.010
cg16872071,9,135997155,RALGDS;RALGDS,Body;TSS1500,0.086,0.073,0.002
cg16875864,3,16441008,RFTN1,Body,0.100,0.081,0.003
cg16878549,11,19840651,NAV2;NAV2;NAV2,Body;Body;Body,0.090,0.069,0.004
cg16886756,10,32616651,EPC1,Body,0.110,0.096,0.010
cg16899036,19,19052705,HOMER3,TSS1500,0.089,0.081,0.002
cg16922644,10,45146765,,,0.087,0.088,0.005
cg16924010,3,194018158,,,0.127,0.109,0.009
cg16931822,3,66475150,LRIG1,Body,0.090,0.090,0.005
cg16936289,17,29148918,CRLF3,Body,0.105,0.094,0.004
cg16941122,13,99965936,UBAC2;UBAC2;UBAC2,Body;Body;Body,0.115,0.094,0.006
cg16943019,3,133956516,RYK;RYK,Body;Body,0.130,0.128,0.007
cg16976499,6,76330505,SENP6;SENP6,Body;Body,0.090,0.085,0.004
cg16991569,1,63142359,DOCK7,Body,0.093,0.079,0.005
cg16992161,1,39269401,,,0.097,0.064,0.006
cg16992257,15,65283128,SPG21;SPG21;SPG21,TSS1500;TSS1500;TSS1500,0.104,0.098,0.004
cg16997314,10,35835030,CCNY;CCNY,Body;Body,0.091,0.084,0.003
cg16998950,5,95252658,ELL2,Body,0.092,0.088,0.003
cg17004733,1,55682652,,,0.109,0.098,0.004
cg17008160,1,232315535,,,0.091,0.099,0.002
cg17013888,2,153194513,FMNL2,Body,0.087,0.096,0.003
cg17067226,3,157211395,VEPH1;VEPH1;VEPH1;VEPH1;VEPH1;VEPH1,Body;Body;Body;Body;Body;Body,0.162,0.155,0.008
cg17075808,2,225774214,DOCK10,Body,0.092,0.082,0.003
cg17076443,6,112115190,FYN,5'UTR,0.096,0.089,0.005
cg17083429,10,89627854,PTEN,Body,0.104,0.101,0.010
cg17087698,6,158881629,TULP4;TULP4,Body;Body,0.094,0.101,0.005
cg17098965,20,52199520,ZNF217;ZNF217,5'UTR;1stExon,0.107,0.086,0.007
cg17117243,6,109341365,SESN1,Body,0.099,0.087,0.006
cg17129188,8,134307597,NDRG1;NDRG1,5'UTR;5'UTR,0.108,0.114,0.004
cg17130457,12,76414729,,,0.090,0.095,0.004
cg17130544,2,86183900,,,0.113,0.095,0.005
cg17133734,15,86042851,AKAP13;AKAP13,Body;Body,0.099,0.082,0.004
cg17150772,7,129548794,UBE2H;UBE2H,Body;Body,0.104,0.088,0.005
cg17161718,6,33160156,COL11A2;COL11A2;COL11A2;COL11A2;COL11A2;COL11A2;COL11A2;COL11A2,5'UTR;5'UTR;1stExon;1stExon;5'UTR;1stExon;1stExon;5'UTR,0.092,0.074,0.006
cg17163694,2,105321560,,,0.086,0.050,0.008
cg17164513,19,2064075,,,0.096,0.094,0.005
cg17167021,2,210298155,MAP2,5'UTR,0.090,0.084,0.003
cg17168428,7,35844045,SEPT7;SEPT7,Body;Body,0.093,0.088,0.004
cg17170442,2,234322970,DGKD;DGKD,Body;Body,0.099,0.095,0.005
cg17186066,8,80740613,,,0.105,0.107,0.003
cg17205313,18,21572748,TTC39C;TTC39C,5'UTR;1stExon,0.093,0.086,0.003
cg17213381,6,32139504,AGPAT1;AGPAT1,5'UTR;5'UTR,0.123,0.132,0.010
cg17213699,12,6881624,LAG3,TSS200,0.099,0.072,0.009
cg17218270,8,37749412,RAB11FIP1;RAB11FIP1,Body;Body,0.092,0.093,0.003
cg17227257,4,1202694,LOC100130872-SPON2;LOC100130872,TSS200;Body,0.094,0.068,0.009
cg17248961,2,200453802,,,0.110,0.112,0.003
cg17253981,4,114366508,,,0.086,0.067,0.008
cg17254386,5,70897396,MCCC2,Body,0.133,0.150,0.006
cg17260706,11,118782879,BCL9L,TSS1500,0.090,0.082,0.004
cg17262810,10,35676874,CCNY;CCNY,Body;5'UTR,0.187,0.192,0.007
cg17277896,1,151445541,,,0.089,0.068,0.006
cg17297362,2,233641507,GIGYF2;GIGYF2;GIGYF2;KCNJ13;GIGYF2,Body;Body;Body;TSS1500;Body,0.086,0.074,0.007
cg17316966,8,74878476,TCEB1,5'UTR,0.091,0.087,0.003
cg17327171,2,161156221,RBMS1;RBMS1,Body;Body,0.102,0.091,0.003
cg17331950,1,181075666,,,0.122,0.130,0.001
cg17334359,5,162929830,MAT2B,TSS1500,0.100,0.088,0.005
cg17356733,21,34774627,IFNGR2,TSS1500,0.111,0.089,0.007
cg17367832,2,241395288,MIR149;PP14571;GPC1,TSS200;Body;Body,0.104,0.089,0.008
cg17375396,11,67202808,RPS6KB2,3'UTR,0.094,0.072,0.006
cg17379405,2,200716738,,,0.111,0.082,0.008
cg17384124,2,197940256,ANKRD44,Body,0.124,0.116,0.008
cg17385483,12,49734595,,,0.108,0.113,0.005
cg17394304,3,187453973,BCL6;BCL6;BCL6;BCL6,5'UTR;5'UTR;1stExon;TSS1500,0.094,0.102,0.003
cg17415355,11,1320010,TOLLIP,Body,0.093,0.044,0.031
cg17421417,5,92934644,,,0.100,0.099,0.004
cg17446958,4,140854777,MAML3,Body,0.140,0.141,0.004
cg17453767,4,144277796,GAB1;GAB1,Body;Body,0.124,0.128,0.002
cg17455261,4,87882899,AFF1,Body,0.121,0.106,0.007
cg17469471,2,106806559,UXS1,Body,0.101,0.092,0.003
cg17479280,1,156466088,MEF2D,5'UTR,0.102,0.098,0.002
cg17484510,6,32015326,TNXB;TNXB,Body;TSS1500,0.086,0.088,0.002
cg17491228,11,64476089,NRXN2;NRXN2,Body;Body,0.089,0.084,0.004
cg17492152,1,39461048,AKIRIN1;AKIRIN1,Body;Body,0.100,0.115,0.007
cg17499719,20,17588410,DSTN;DSTN,3'UTR;3'UTR,0.094,0.086,0.003
cg17500686,15,79621783,,,0.110,0.102,0.003
cg17508905,4,38121914,TBC1D1,Body,0.100,0.091,0.005
cg17509681,8,37930596,,,0.101,0.100,0.003
cg17519645,19,52206667,NCRNA00085,Body,0.096,0.077,0.009
cg17520654,12,13409474,,,0.117,0.112,0.002
cg17522866,5,147052374,JAKMIP2,5'UTR,0.087,0.083,0.004
cg17530152,10,90692333,,,0.136,0.118,0.006
cg17534034,8,106586880,ZFPM2,Body,0.089,0.061,0.010
cg17544762,6,151300474,MTHFD1L,Body,0.109,0.089,0.012
cg17563088,8,59060066,FAM110B,3'UTR,0.126,0.114,0.004
cg17578639,3,176862949,TBL1XR1,5'UTR,0.095,0.081,0.008
cg17593625,7,752800,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,TSS1500;5'UTR;5'UTR;TSS1500;1stExon;5'UTR;5'UTR,0.107,0.092,0.006
cg17611046,6,5672954,FARS2,Body,0.090,0.068,0.006
cg17611742,1,197745238,DENND1B;DENND1B,TSS1500;TSS1500,0.086,0.086,0.003
cg17647823,2,47290974,TTC7A,Body,0.091,0.087,0.005
cg17647904,12,124908601,NCOR2;NCOR2,Body;Body,0.105,0.094,0.004
cg17651959,20,21498100,,,0.097,0.075,0.005
cg17653203,4,2933715,MFSD10;MFSD10,Body;Body,0.102,0.082,0.010
cg17657502,3,196358703,,,0.096,0.090,0.004
cg17675712,2,166262886,,,0.091,0.089,0.004
cg17712818,17,59402087,BCAS3;BCAS3,Body;Body,0.112,0.109,0.004
cg17716661,17,75920541,,,0.092,0.086,0.004
cg17722435,7,22604019,,,0.139,0.139,0.005
cg17726535,19,15441195,,,0.087,0.080,0.007
cg17726575,2,11606945,E2F6;E2F6;E2F6;E2F6;E2F6,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,0.094,0.067,0.006
cg17736997,6,163851615,QKI;QKI;QKI;QKI,Body;Body;Body;Body,0.092,0.095,0.003
cg17740140,20,39659249,TOP1,Body,0.097,0.097,0.003
cg17742559,17,27068495,NEK8,Body,0.094,0.079,0.005
cg17759095,6,56755566,DST,Body,0.095,0.069,0.007
cg17762124,2,175838435,CHN1;CHN1,Body;Body,0.091,0.088,0.003
cg17765387,12,117354824,FBXW8;FBXW8,Body;Body,0.098,0.090,0.004
cg17784876,1,39464086,AKIRIN1;AKIRIN1,Body;Body,0.125,0.049,0.030
cg17794524,15,101787472,CHSY1,Body,0.093,0.094,0.003
cg17806401,8,56791649,LYN;LYN,TSS1500;TSS1500,0.090,0.083,0.003
cg17812664,10,104957217,,,0.120,0.104,0.008
cg17820065,12,6679571,CHD4,3'UTR,0.086,0.091,0.001
cg17834632,17,81039747,METRNL,Body,0.093,0.078,0.005
cg17837492,2,110092156,SH3RF3,Body,0.086,0.078,0.003
cg17846122,17,64351144,PRKCA,Body,0.116,0.120,0.004
cg17855222,12,106215054,,,0.115,0.123,0.006
cg17859089,1,173683625,KLHL20,TSS1500,0.096,0.082,0.007
cg17861914,1,198214574,NEK7,Body,0.092,0.083,0.004
cg17872799,1,184355025,C1orf21,TSS1500,0.116,0.111,0.007
cg17875845,4,87932378,AFF1;AFF1,Body;Body,0.103,0.094,0.005
cg17879101,10,126329354,FAM53B,Body,0.112,0.103,0.006
cg17883068,15,57277634,TCF12;TCF12;TCF12;TCF12,Body;Body;Body;Body,0.095,0.085,0.007
cg17886959,16,56642024,MT2A,TSS1500,0.099,0.092,0.004
cg17896927,15,93617030,RGMA;RGMA;RGMA;RGMA;RGMA;RGMA;RGMA,1stExon;Body;5'UTR;TSS200;TSS200;TSS1500;5'UTR,0.109,0.113,0.005
cg17910564,8,42248702,VDAC3;VDAC3,TSS1500;TSS1500,0.093,0.089,0.004
cg17918326,20,34823957,C20orf4,TSS1500,0.097,0.084,0.007
cg17919966,15,78384712,SH2D7,TSS1500,0.099,0.103,0.002
cg17927313,15,65151592,PLEKHO2,Body,0.101,0.095,0.004
cg17930505,1,230306100,GALNT2,Body,0.107,0.095,0.009
cg17934277,2,216982485,XRCC5,Body,0.096,0.099,0.006
cg17934775,15,93450129,CHD2;CHD2,Body;Body,0.153,0.161,0.003
cg17948986,13,50594404,KCNRG;KCNRG;DLEU2,Body;3'UTR;Body,0.100,0.094,0.007
cg17961057,2,74645699,C2orf81,TSS1500,0.093,0.090,0.005
cg17969853,6,108615613,LACE1,TSS1500,0.113,0.100,0.005
cg17972572,8,109257741,EIF3E,Body,0.087,0.084,0.004
cg17989952,8,12974459,DLC1;DLC1;DLC1,Body;Body;TSS1500,0.090,0.083,0.005
cg17998964,11,63655903,MARK2;MARK2;MARK2;MARK2;MARK2,Body;TSS200;Body;Body;Body,0.104,0.097,0.004
cg18003583,5,176819624,SLC34A1,Body,0.103,0.078,0.011
cg18008247,3,124719009,HEG1,Body,0.112,0.097,0.003
cg18009621,11,114129200,,,0.093,0.088,0.002
cg18014042,6,36652995,CDKN1A;CDKN1A,Body;Body,0.092,0.061,0.009
cg18026955,1,12541215,VPS13D;VPS13D,Body;Body,0.089,0.095,0.003
cg18031596,8,108510292,ANGPT1,TSS200,0.101,0.096,0.007
cg18033416,17,30592033,RHBDL3,TSS1500,0.089,0.079,0.002
cg18038207,12,80581062,,,0.098,0.088,0.003
cg18045515,17,77751069,CBX2;CBX2,TSS1500;TSS1500,0.114,0.109,0.005
cg18047159,8,122651370,HAS2AS;HAS2,TSS1500;5'UTR,0.145,0.119,0.007
cg18052274,11,19737158,LOC100126784;NAV2;NAV2;NAV2,TSS1500;Body;Body;Body,0.118,0.125,0.004
cg18062196,17,57642675,DHX40;DHX40,TSS1500;TSS1500,0.100,0.085,0.006
cg18065539,5,14244130,TRIO,Body,0.093,0.095,0.003
cg18065599,11,47968995,,,0.099,0.111,0.002
cg18065686,8,23411171,SLC25A37,Body,0.104,0.088,0.006
cg18066946,10,126803477,CTBP2;CTBP2,5'UTR;5'UTR,0.098,0.091,0.004
cg18100746,10,6390958,,,0.090,0.049,0.009
cg18107006,2,38831166,HNRPLL;HNRPLL,TSS1500;TSS1500,0.109,0.101,0.005
cg18110822,3,4459358,SUMF1;SUMF1;SUMF1,Body;Body;Body,0.092,0.073,0.006
